date,id,Park,Campground,occupancy,avglengthStay,avgfee,avgdateDiff,totalNumberOfPeople,avgNumberOfPeople,aggPaid,avgPaid,numOfSites,recGovNumOfSites,month
2007-03-10,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0.10771219302025,0.272727272727273,4.68181818181818,4.18181818181818,31,1.40909090909091,30,166,220,211,2007-03-01
2007-04-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0.18957345971564,1.53333333333333,4.93333333333333,12.1333333333333,36,1.2,46,602,220,211,2007-04-01
2007-05-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,43.0668093563675,2.07469560470288,10.1881481571016,22.1968809752095,12046,1.82784014449673,0,1038.57553868153,220,211,2007-05-01
2007-06-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,97.6303317535546,3.52757976624235,17.1291967237121,53.4637755360792,30917,3.53192895690181,14865.5,1780.10061447309,220,211,2007-06-01
2007-07-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,99.0521327014219,3.85968238978626,16.6225794292194,51.9193235135906,33545,3.64762926269498,21617.5,1932.24271447061,220,211,2007-07-01
2007-08-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,76.1351475309586,3.67565534062091,17.1476377893733,40.7099820267746,22380,3.27676975669662,15659.5,1845.93709082287,220,211,2007-08-01
2007-09-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,71.7535545023697,3.39608714139884,16.4004094550148,35.5127115602129,17083,2.86095983085189,15492.25,1594.53620856443,220,211,2007-09-01
2007-10-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,86.8062987310809,3.71735402878253,15.4173103048593,60.0559404425726,23293,2.95546547535306,7964.5,1721.0573843628,220,211,2007-10-01
2007-11-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,1.04265402843602,0.519402985074627,0.516666666666667,29.8293532338309,170,0.609950248756219,3663.5,54.679104477612,220,211,2007-11-01
2007-12-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211,2007-12-01
2008-01-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211,2008-01-01
2008-02-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211,2008-02-01
2008-03-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211,2008-03-01
2008-04-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211,2008-04-01
2008-05-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,44.3051521174133,1.82995671926785,9.11714263605442,29.2964508706324,11558,1.62044792505817,0,915.72786913644,220,211,2008-05-01
2008-06-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,98.4992101105846,3.41406150270714,16.4238133186853,67.4588709926936,32828,3.51013110028767,14334.5,1639.01878646318,220,211,2008-06-01
2008-07-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,97.3551444733222,3.91862642719669,16.3609557372952,66.1982130611771,32432,3.57260735915244,16823,1935.8735546508,220,211,2008-07-01
2008-08-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,79.0857667023391,3.54300168383517,16.5796857426786,49.5107454191603,23206,3.21816998469804,18023.5,1764.89348645576,220,211,2008-08-01
2008-09-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,62.5276461295419,3.66412414129852,16.3564661309944,41.6587326872511,13404,2.62299398241408,14620.5,1703.86634779198,220,211,2008-09-01
2008-10-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,88.1210824033023,3.62750204414899,15.2028859052244,63.6600840297618,24229,2.90885668245902,7371,1649.16724831574,220,211,2008-10-01
2008-11-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,2.48025276461295,0.419074074074074,1.60367185969038,7.10203703703704,555,0.308456790123457,8083.5,198.714814814815,220,211,2008-11-01
2008-12-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211,2008-12-01
2009-01-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211,2009-01-01
2009-02-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211,2009-02-01
2009-03-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211,2009-03-01
2009-04-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211,2009-04-01
2009-05-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,47.7908576670234,1.81751395413298,9.50059134488206,30.9272818951546,13025,1.72249384434948,0,885.183629748548,220,211,2009-05-01
2009-06-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,98.2780410742495,3.50626131903488,16.2626200093935,82.8220261659412,35703,3.67219967307264,12755.5,1671.58410448826,220,211,2009-06-01
2009-07-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,100.504510013759,3.88718891577182,16.2478192804006,67.878394124301,36036,3.7048455656996,19497.5,1899.84981894991,220,211,2009-07-01
2009-08-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,79.9266167252714,3.66548134538028,16.9466744886749,47.1396841067011,24442,3.30677439760517,20651,1858.46739518052,220,211,2009-08-01
2009-09-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,72.7488151658768,3.84370213659453,15.1711114684718,51.7606101170121,18203,2.94636871737503,5735,1662.98813027105,220,211,2009-09-01
2009-10-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,91.9737043265555,3.83977365779473,14.4202489991879,66.5210596949812,25169,2.80077956096077,8560,1657.03095828461,220,211,2009-10-01
2009-11-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,2.57503949447077,0.2,0.822282608695653,5.36449275362319,484,0.220289855072464,7946.5,73.1875,220,211,2009-11-01
2009-12-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211,2009-12-01
2010-01-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211,2010-01-01
2010-02-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211,2010-02-01
2010-03-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0.061152728940529,0.645161290322581,0,5.29032258064516,8,0.258064516129032,0,0,220,211,2010-03-01
2010-04-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0.0789889415481833,0.416666666666667,0,5.88333333333333,13,0.35,0,0,220,211,2010-04-01
