date,id,Park,Campground,occupancy,avglengthStay,avgfee,avgdateDiff,totalNumberOfPeople,avgNumberOfPeople,aggPaid,avgPaid,numOfSites,recGovNumOfSites,month
2007-03-15,106,Yosemite,UPPER PINES,61.0513141426784,3.03773731610794,14.8737701965109,23.5269105008338,10615,3.25993254020901,2180,758.554205843374,238,235,2007-03-01
2007-04-01,106,Yosemite,UPPER PINES,94.0141843971631,3.23873040934661,15.4624588322068,65.6684760477599,36973,3.70072167650824,19540,1530.11134941991,238,235,2007-04-01
2007-05-01,106,Yosemite,UPPER PINES,97.7762525737817,3.37076970353241,15.6542153085852,95.9949966645622,42131,3.78974643177479,15100,1635.02587031669,238,235,2007-05-01
2007-06-01,106,Yosemite,UPPER PINES,98.6241134751774,3.6900042078426,15.5898170105624,104.94080769672,49493,4.29639847686882,20580,1722.39974034746,238,235,2007-06-01
2007-07-01,106,Yosemite,UPPER PINES,99.2312971859986,4.22819447273037,16.2689007842153,107.750537494072,53985,4.8733877018584,25160,2168.2112116046,238,235,2007-07-01
2007-08-01,106,Yosemite,UPPER PINES,99.7803706245711,3.61864243315119,15.6671540513163,100.796560680675,56265,4.75982324737833,22670,1820.66982305971,238,235,2007-08-01
2007-09-01,106,Yosemite,UPPER PINES,99.3758865248227,3.13114720700392,15.6746015932658,90.1611899837165,47354,4.14014982677346,17410,1476.21963970861,238,235,2007-09-01
2007-10-01,106,Yosemite,UPPER PINES,92.0384351407001,3.07984711871025,15.4481805277,59.3150096705333,34754,3.30894413153787,17620,1465.02933073933,238,235,2007-10-01
2007-11-01,106,Yosemite,UPPER PINES,1.80141843971631,1.01054421768707,4.32457482993197,21.8727494331066,267,0.766624149659864,3440,403.602040816327,238,235,2007-11-01
2007-12-01,106,Yosemite,UPPER PINES,0,0,0,0,0,0,0,0,238,235,2007-12-01
2008-01-01,106,Yosemite,UPPER PINES,0,0,0,0,0,0,0,0,238,235,2008-01-01
2008-02-01,106,Yosemite,UPPER PINES,0,0,0,0,0,0,0,0,238,235,2008-02-01
2008-03-01,106,Yosemite,UPPER PINES,45.4770075497598,1.94252572651854,7.38359188913695,35.7769949360959,21016,2.11641576457961,0,790.974518697589,238,235,2008-03-01
2008-04-01,106,Yosemite,UPPER PINES,85.7446808510638,3.34297086108855,14.8892025188605,66.1438949698461,31435,3.40213599360936,4930,1423.49640838012,238,235,2008-04-01
