date,id,Park,Campground,occupancy,avglengthStay,avgfee,avgdateDiff,totalNumberOfPeople,avgNumberOfPeople,aggPaid,avgPaid,numOfSites,recGovNumOfSites,month
2007-01-10,45,Everglades,FLAMINGO,9.44055944055945,10.822855738342,9.77553665537437,65.6137739887274,1077,1.88506306501814,224,2157.68528899281,234,234,2007-01-01
2007-02-01,45,Everglades,FLAMINGO,21.9169719169719,5.93896811839357,11.9012034810197,46.0030645448418,4503,2.61569442314135,3952,1789.19879043212,234,234,2007-02-01
2007-03-01,45,Everglades,FLAMINGO,15.1640474221119,3.46878004383226,13.5039975884428,29.2185591258276,4203,3.34436862094001,2720,1402.55639534992,234,234,2007-03-01
2007-04-01,45,Everglades,FLAMINGO,4.91452991452991,4.51474749482356,13.6004682782472,39.8919560933582,1199,2.94244666125075,1334,1823.49605322932,234,234,2007-04-01
2007-05-01,45,Everglades,FLAMINGO,0.0413564929693962,0.112903225806452,1.03225806451613,4.32258064516129,8,0.17741935483871,48,56,234,234,2007-05-01
2007-06-01,45,Everglades,FLAMINGO,0,0,0,0,0,0,0,0,234,234,2007-06-01
2007-07-01,45,Everglades,FLAMINGO,0,0,0,0,0,0,0,0,234,234,2007-07-01
2007-08-01,45,Everglades,FLAMINGO,0,0,0,0,0,0,0,0,234,234,2007-08-01
2007-09-01,45,Everglades,FLAMINGO,0,0,0,0,0,0,0,0,234,234,2007-09-01
2007-10-01,45,Everglades,FLAMINGO,0,0,0,0,0,0,0,0,234,234,2007-10-01
2007-11-01,45,Everglades,FLAMINGO,0.170940170940171,0.113333333333333,0.966666666666667,2.79,71,0.276666666666667,0,47,234,234,2007-11-01
2007-12-01,45,Everglades,FLAMINGO,2.78467052660601,3.66515210345283,11.5317236648318,53.6493227885418,2533,2.93121096059441,368,1204.25910332907,234,234,2007-12-01
2008-01-01,45,Everglades,FLAMINGO,2.24703611800386,6.71894774554517,11.2441518826497,63.4154246936639,4214,2.40814404576552,4688,2098.40490723643,234,234,2008-01-01
2008-02-01,45,Everglades,FLAMINGO,1.63572060123784,5.86553884754231,11.1835360404017,51.8914759331991,4881,2.70160724621118,5232,1783.72554015014,234,234,2008-02-01
2008-03-01,45,Everglades,FLAMINGO,1.77832919768404,4.53420907304109,13.6114777771196,38.971745367761,3581,3.38563513194084,3692,1860.54404140311,234,234,2008-03-01
2008-04-01,45,Everglades,FLAMINGO,0.683760683760683,1.42876001180336,7.18716636600464,18.7955867418852,761,1.46823426385164,968,628.245788200821,234,234,2008-04-01
2008-05-01,45,Everglades,FLAMINGO,0,0,0,0,0,0,0,0,234,234,2008-05-01
2008-06-01,45,Everglades,FLAMINGO,0,0,0,0,0,0,0,0,234,234,2008-06-01
2008-07-01,45,Everglades,FLAMINGO,0,0,0,0,0,0,0,0,234,234,2008-07-01
2008-08-01,45,Everglades,FLAMINGO,0,0,0,0,0,0,0,0,234,234,2008-08-01
2008-09-01,45,Everglades,FLAMINGO,0,0,0,0,0,0,0,0,234,234,2008-09-01
2008-10-01,45,Everglades,FLAMINGO,0,0,0,0,0,0,0,0,234,234,2008-10-01
2008-11-01,45,Everglades,FLAMINGO,0.712250712250712,1.3088431013431,8.0163146814871,13.149034040672,749,1.86166266683508,0,575.530882910193,234,234,2008-11-01
2008-12-01,45,Everglades,FLAMINGO,1.29583677970775,3.94488415691541,13.3747048919768,43.1110376437855,3346,3.11783645816819,200,1499.09742636578,234,234,2008-12-01
2009-01-01,45,Everglades,FLAMINGO,1.55776123518059,5.99680887101508,11.9769372968062,53.8141740271743,4954,3.07860236361683,4398,2072.3988912848,234,234,2009-01-01
2009-02-01,45,Everglades,FLAMINGO,1.54151404151404,5.10233717766335,11.5989967938076,45.960125357418,5430,2.71551972212783,4448,1539.57830112822,234,234,2009-02-01
2009-03-01,45,Everglades,FLAMINGO,1.62668872346292,4.25564089113876,13.021074784066,35.9956517378645,5140,3.34477838390262,3370,1636.88661343397,234,234,2009-03-01
2009-04-01,45,Everglades,FLAMINGO,0.797720797720798,1.47018730262888,7.2299893660347,21.5719534234567,1313,1.93450470867483,618,546.110604245389,234,234,2009-04-01
2009-05-01,45,Everglades,FLAMINGO,0,0,0,0,0,0,0,0,234,234,2009-05-01
2009-06-01,45,Everglades,FLAMINGO,0,0,0,0,0,0,0,0,234,234,2009-06-01
2009-07-01,45,Everglades,FLAMINGO,0,0,0,0,0,0,0,0,234,234,2009-07-01
2009-08-01,45,Everglades,FLAMINGO,0,0,0,0,0,0,0,0,234,234,2009-08-01
2009-09-01,45,Everglades,FLAMINGO,0,0,0,0,0,0,0,0,234,234,2009-09-01
2009-10-01,45,Everglades,FLAMINGO,0,0,0,0,0,0,0,0,234,234,2009-10-01
2009-11-01,45,Everglades,FLAMINGO,0.555555555555555,2.44508242554295,5.4171172061523,24.5842753466876,1019,1.65752992103869,0,443.672054074686,234,234,2009-11-01
2009-12-01,45,Everglades,FLAMINGO,1.35097877033361,4.07389240029474,11.5768851458807,48.0690579162774,4773,3.43665088619402,100,1219.16472399083,234,234,2009-12-01
