id,Park,Campground,date,occupancy,avglengthStay,avgfee,avgdateDiff,totalNumberOfPeople,avgNumberOfPeople,aggPaid,avgPaid,numOfSites,recGovNumOfSites,month
42,Great Smoky Mountains,ELKMONT CAMPGROUND,2007-10-14,0.868062987310809,3.71735402878253,15.4173103048593,60.0559404425726,23293,2.95546547535306,16697,1721.0573843628,220,211,2007-10-01
42,Great Smoky Mountains,ELKMONT CAMPGROUND,2007-05-15,0.702668994761786,3.38502967083101,16.6227680457974,36.2159636963945,12046,2.98226549891571,4369.5,1038.57553868153,220,211,2007-05-01
42,Great Smoky Mountains,ELKMONT CAMPGROUND,2007-06-29,0.976303317535546,3.52757976624235,17.1291967237121,53.4637755360792,30917,3.53192895690181,19327,1780.10061447309,220,211,2007-06-01
42,Great Smoky Mountains,ELKMONT CAMPGROUND,2007-07-01,0.990521327014219,3.85968238978626,16.6225794292194,51.9193235135906,33545,3.64762926269498,21617.5,1932.24271447061,220,211,2007-07-01
42,Great Smoky Mountains,ELKMONT CAMPGROUND,2007-08-10,0.761351475309586,3.67565534062091,17.1476377893733,40.7099820267746,22380,3.27676975669662,17289.25,1845.93709082287,220,211,2007-08-01
42,Great Smoky Mountains,ELKMONT CAMPGROUND,2007-09-01,0.717535545023697,3.39608714139884,16.4004094550148,35.5127115602129,17083,2.86095983085189,15492.25,1594.53620856443,220,211,2007-09-01
42,Great Smoky Mountains,ELKMONT CAMPGROUND,2007-03-10,0.004739336492891,1.2,20.6,18.4,31,6.2,30,166,220,211,2007-03-01
42,Great Smoky Mountains,ELKMONT CAMPGROUND,2007-04-09,0.004739336492891,3.83333333333333,12.3333333333333,30.3333333333333,36,3,85,602,220,211,2007-04-01
42,Great Smoky Mountains,ELKMONT CAMPGROUND,2007-11-09,0.0625592417061612,3.11641791044776,3.1,178.976119402985,170,3.65970149253731,0,54.679104477612,220,211,2007-11-01
42,Great Smoky Mountains,ELKMONT CAMPGROUND,2008-08-15,0.790857667023391,3.54300168383517,16.5796857426786,49.5107454191603,23206,3.21816998469804,14393,1764.89348645576,220,211,2008-08-01
