id,Park,Campground,date,occupancy,avglengthStay,avgfee,avgdateDiff,totalNumberOfPeople,avgNumberOfPeople,aggPaid,avgPaid,numOfSites,recGovNumOfSites,month
106,Yosemite,UPPER PINES,2007-04-08,0.940141843971631,3.23873040934661,15.4624588322068,65.6684760477599,36973,3.70072167650824,20050,1530.11134941991,238,235,2007-04-01
106,Yosemite,UPPER PINES,2007-03-31,0.610513141426783,3.03773731610794,14.8737701965109,23.5269105008338,10615,3.25993254020901,16570,758.554205843374,238,235,2007-03-01
106,Yosemite,UPPER PINES,2007-05-04,0.977762525737817,3.37076970353241,15.6542153085852,95.9949966645622,42131,3.78974643177479,19400,1635.02587031669,238,235,2007-05-01
106,Yosemite,UPPER PINES,2007-08-01,0.997803706245711,3.61864243315119,15.6671540513163,100.796560680675,56265,4.75982324737833,22670,1820.66982305971,238,235,2007-08-01
106,Yosemite,UPPER PINES,2007-09-15,0.993758865248227,3.13114720700392,15.6746015932658,90.1611899837165,47354,4.14014982677346,16610,1476.21963970861,238,235,2007-09-01
106,Yosemite,UPPER PINES,2007-10-06,0.920384351407001,3.07984711871025,15.4481805277,59.3150096705333,34754,3.30894413153787,16710,1465.02933073933,238,235,2007-10-01
106,Yosemite,UPPER PINES,2007-06-23,0.986241134751774,3.6900042078426,15.5898170105624,104.94080769672,49493,4.29639847686882,22180,1722.39974034746,238,235,2007-06-01
106,Yosemite,UPPER PINES,2007-11-01,0.0491295938104449,2.75602968460111,11.7942949907236,59.6529529993816,267,2.09079313543599,3440,403.602040816327,238,235,2007-11-01
106,Yosemite,UPPER PINES,2007-07-07,0.992312971859986,4.22819447273037,16.2689007842153,107.750537494072,53985,4.8733877018584,26350,2168.2112116046,238,235,2007-07-01
106,Yosemite,UPPER PINES,2008-04-27,0.857446808510638,3.34297086108855,14.8892025188605,66.1438949698461,31435,3.40213599360936,20310,1423.49640838012,238,235,2008-04-01
106,Yosemite,UPPER PINES,2008-08-19,0.994646533973919,3.456855290153,15.570098692709,96.3120921867656,57265,4.6248400848861,21640,1724.5587989432,238,235,2008-08-01
106,Yosemite,UPPER PINES,2008-10-23,0.950308853809197,3.33462553417041,15.3524066906988,57.3012404252854,35783,3.20824463614538,17880,1551.69043023849,238,235,2008-10-01
106,Yosemite,UPPER PINES,2008-09-22,1.00156028368794,3.10888739512736,15.2936778593842,88.7565182071181,46560,3.8268769298795,19450,1411.20778898053,238,235,2008-09-01
106,Yosemite,UPPER PINES,2008-06-08,0.991914893617022,3.70186033278577,16.2972060949472,104.79941683239,49586,4.52871818898969,22430,1877.87415707007,238,235,2008-06-01
106,Yosemite,UPPER PINES,2008-03-16,0.829286608260325,3.54225279541616,13.4641969743086,65.2404025305279,21016,3.85934639423341,9390,790.974518697589,238,235,2008-03-01
106,Yosemite,UPPER PINES,2008-11-01,0.682836879432624,3.1936531808183,16.108170055309,36.6928399075635,20534,3.1006869336188,9070,1533.35812979826,238,235,2008-11-01
106,Yosemite,UPPER PINES,2008-05-01,0.990665751544269,3.31548036022419,15.2474144049101,96.5957168552794,46680,3.90885992923705,18350,1564.87419636256,238,235,2008-05-01
106,Yosemite,UPPER PINES,2008-07-08,0.993960192175704,3.81091826451387,16.5812200236788,105.1261355187,53531,4.80923802357865,22870,2038.4860630786,238,235,2008-07-01
106,Yosemite,UPPER PINES,2008-12-01,0.0709219858156028,3.01388888888889,10.1388888888889,13.1944444444444,158,2.38888888888889,2280,92.5,238,235,2008-12-01
106,Yosemite,UPPER PINES,2009-09-09,0.990921985815603,3.08646085444411,15.3178267922637,95.5211546739597,46777,3.89442284859813,17060,1421.10005527491,238,235,2009-09-01
106,Yosemite,UPPER PINES,2009-10-12,0.965133836650652,3.09680770036696,15.2686166344521,63.0513601106573,39461,3.37651183770922,18270,1444.95850915013,238,235,2009-10-01
106,Yosemite,UPPER PINES,2009-05-24,0.993136582017845,3.21224972140348,15.362369694824,99.5690085228132,47058,3.94452123203533,17060,1557.24662771759,238,235,2009-05-01
106,Yosemite,UPPER PINES,2009-04-19,0.971914893617022,3.25989070436023,14.4549602841895,77.0716623536441,45047,3.84678463059561,20340,1411.06885568779,238,235,2009-04-01
106,Yosemite,UPPER PINES,2009-06-19,0.987375886524823,3.76546667091019,16.4713936943423,108.749159163745,50247,4.6597497624319,24760,1935.78826943584,238,235,2009-06-01
106,Yosemite,UPPER PINES,2009-03-27,0.622172452407615,2.91882888459382,15.224748003772,30.5992317149966,13017,2.95355509425893,15990,819.932294603123,238,235,2009-03-01
106,Yosemite,UPPER PINES,2009-07-19,0.991763898421415,3.92608388057256,16.9022931842681,111.253884246523,54627,5.00992922963969,26290,2141.6141922178,238,235,2009-07-01
106,Yosemite,UPPER PINES,2009-08-28,0.990940288263555,3.49742251096762,15.6865580349218,105.551416404323,58288,4.79997549628368,21750,1762.89859715627,238,235,2009-08-01
106,Yosemite,UPPER PINES,2009-11-01,0.707659574468085,3.07002873752828,15.2841623358887,40.9578440306138,21698,2.93285001223522,12630,1382.2919484507,238,235,2009-11-01
106,Yosemite,UPPER PINES,2009-12-01,0.0351063829787234,3.15833333333333,18.1458333333333,7.98958333333333,63,1.39166666666667,870,234.916666666667,238,235,2009-12-01
106,Yosemite,UPPER PINES,2010-08-20,0.989567604667124,3.45951129749434,16.0032679992834,104.635217150757,56245,4.72937500950988,22680,1777.26303675464,238,235,2010-08-01
106,Yosemite,UPPER PINES,2010-09-26,0.99290780141844,3.05172784439306,15.3246615816805,98.6398785431535,48283,4.03873797514302,20620,1404.05969298398,238,235,2010-09-01
106,Yosemite,UPPER PINES,2010-03-28,0.575,3.26424570651567,14.7263617794533,39.0843331417729,17973,4.13816908170044,18740,1140.83320008032,238,235,2010-03-01
106,Yosemite,UPPER PINES,2010-04-01,0.930921985815603,3.33502202031193,13.4359183880357,80.3329633625984,42209,3.8446506212049,18940,1369.71464588644,238,235,2010-04-01
106,Yosemite,UPPER PINES,2010-10-04,0.943994509265614,3.15529241310258,14.3263574415,69.7135173308325,42239,3.54880103491742,17980,1406.6743577831,238,235,2010-10-01
106,Yosemite,UPPER PINES,2010-05-31,0.975017158544955,3.15792381657873,14.9955169678258,100.820140400079,48553,4.00055331230788,24370,1524.43512618933,238,235,2010-05-01
106,Yosemite,UPPER PINES,2010-06-01,0.983971631205674,3.649126419721,16.4346919185738,112.243092747322,51001,4.70529176448654,21550,1897.40242184212,238,235,2010-06-01
106,Yosemite,UPPER PINES,2010-11-11,0.722127659574468,3.25429004723587,14.3668204981909,44.9106874134056,24328,3.10082490252186,12680,1369.35671503832,238,235,2010-11-01
106,Yosemite,UPPER PINES,2010-07-06,0.993960192175704,3.74592805148051,16.9097479793783,113.677310360491,55624,5.03361058598999,20820,2059.67131988266,238,235,2010-07-01
106,Yosemite,UPPER PINES,2010-02-14,0.00851063829787234,1,15,2,8,2,30,30,238,235,2010-02-01
106,Yosemite,UPPER PINES,2011-07-05,0.992724776938916,3.78865448380815,16.3863403993954,111.912220241279,58807,5.14622999177832,21790,2023.21483286346,238,235,2011-07-01
106,Yosemite,UPPER PINES,2011-05-25,0.985175017158545,3.04231449218259,14.1904435825523,88.6930019593956,50327,3.88311358533083,20240,1396.02190032793,238,235,2011-05-01
106,Yosemite,UPPER PINES,2011-09-19,0.997446808510639,3.17473824696897,14.5348176528067,102.128752890209,50535,3.99753414843882,21240,1403.35929174274,238,235,2011-09-01
106,Yosemite,UPPER PINES,2011-10-04,0.985586822237474,3.25591477139941,14.1110908766434,78.3146391668878,46534,3.61713915274725,18340,1408.63613383332,238,235,2011-10-01
106,Yosemite,UPPER PINES,2011-08-16,0.992175703500343,3.52596849808014,15.0330409613162,104.190841935188,59776,4.78843547355183,21870,1703.08323000596,238,235,2011-08-01
106,Yosemite,UPPER PINES,2011-04-26,0.910212765957447,3.17258674844272,12.8358403134048,68.997834413243,46562,3.88447035057303,18020,1212.95731575523,238,235,2011-04-01
106,Yosemite,UPPER PINES,2011-06-01,0.99404255319149,3.64988755881606,15.3509986388458,107.341993586463,53165,4.69805083456459,17250,1804.49942672871,238,235,2011-06-01
106,Yosemite,UPPER PINES,2011-03-18,0.562340425531915,3.69976683448363,8.05657832885512,48.7200858894092,13091,3.25383831620126,6560,648.777522877127,238,235,2011-03-01
106,Yosemite,UPPER PINES,2011-11-03,0.743009118541034,3.30026317144276,13.3366503075245,54.0668988798884,23875,3.19409026024223,9640,1215.45142371006,238,235,2011-11-01
