date,id,Park,Campground,occupancy,avglengthStay,avgfee,avgdateDiff,totalNumberOfPeople,avgNumberOfPeople,aggPaid,avgPaid,numOfSites,recGovNumOfSites
2007-03-10,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0.4739336492891,1,20,16,6,6,30,30,220,211
2007-03-11,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0.4739336492891,1,20,16,6,6,30,30,220,211
2007-03-12,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-03-13,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-03-14,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-03-15,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-03-16,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0.4739336492891,1,20,22,7,7,30,30,220,211
2007-03-17,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0.4739336492891,1,20,22,7,7,30,30,220,211
2007-03-18,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-03-19,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-03-20,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-03-21,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-03-22,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-03-23,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-03-24,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-03-25,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-03-26,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-03-27,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-03-28,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-03-29,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-03-30,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-03-31,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0.4739336492891,2,23,16,5,5,46,46,220,211
2007-04-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0.4739336492891,2,23,16,5,5,46,46,220,211
2007-04-02,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0.4739336492891,2,23,16,5,5,46,46,220,211
2007-04-03,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-04-04,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-04-05,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-04-06,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-04-07,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-04-08,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-04-09,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0.4739336492891,5,17,32,3,3,85,85,220,211
2007-04-10,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0.4739336492891,5,17,32,3,3,85,85,220,211
2007-04-11,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0.4739336492891,5,17,32,3,3,85,85,220,211
2007-04-12,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0.4739336492891,5,17,32,3,3,85,85,220,211
2007-04-13,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0.4739336492891,5,17,32,3,3,85,85,220,211
2007-04-14,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0.4739336492891,5,17,32,3,3,85,85,220,211
2007-04-15,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-04-16,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-04-17,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-04-18,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-04-19,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-04-20,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-04-21,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-04-22,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-04-23,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-04-24,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-04-25,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-04-26,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0.4739336492891,3,0,35,2,2,0,0,220,211
2007-04-27,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0.4739336492891,3,0,35,2,2,0,0,220,211
2007-04-28,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0.4739336492891,3,0,35,2,2,0,0,220,211
2007-04-29,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0.4739336492891,3,0,35,2,2,0,0,220,211
2007-04-30,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-05-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-05-02,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-05-03,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-05-04,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-05-05,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-05-06,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-05-07,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-05-08,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-05-09,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-05-10,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-05-11,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-05-12,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0,0,0,0,0,0,0,0,220,211
2007-05-13,42,Great Smoky Mountains,ELKMONT CAMPGROUND,0.947867298578199,4.5,23,25.5,5,2.5,207,103.5,220,211
2007-05-14,42,Great Smoky Mountains,ELKMONT CAMPGROUND,1.4218009478673,5,15.3333333333333,43.6666666666667,7,2.33333333333333,217,72.3333333333333,220,211
2007-05-15,42,Great Smoky Mountains,ELKMONT CAMPGROUND,39.8104265402844,3.25531914893617,15.7872340425532,21.6808510638298,257,2.73404255319149,4369.5,46.4840425531915,220,211
2007-05-16,42,Great Smoky Mountains,ELKMONT CAMPGROUND,53.0805687203792,2.9020979020979,15.7027972027972,19.965034965035,401,2.8041958041958,6107,42.7062937062937,220,211
2007-05-17,42,Great Smoky Mountains,ELKMONT CAMPGROUND,65.4028436018957,2.95652173913043,15.4021739130435,21.8097826086957,511,2.77717391304348,8155,44.320652173913,220,211
2007-05-18,42,Great Smoky Mountains,ELKMONT CAMPGROUND,81.5165876777251,2.84745762711864,15.9597457627119,23.3432203389831,668,2.83050847457627,10628.5,45.0360169491525,220,211
2007-05-19,42,Great Smoky Mountains,ELKMONT CAMPGROUND,91.4691943127962,2.71268656716418,16.2369402985075,23.2985074626866,778,2.90298507462687,11749.5,43.8414179104478,220,211
2007-05-20,42,Great Smoky Mountains,ELKMONT CAMPGROUND,88.1516587677725,2.85992217898833,16.8891050583658,23.7509727626459,739,2.87548638132296,12081.5,47.0097276264592,220,211
2007-05-21,42,Great Smoky Mountains,ELKMONT CAMPGROUND,61.6113744075829,3.51219512195122,16.6310975609756,27.7012195121951,441,2.6890243902439,9261,56.469512195122,220,211
2007-05-22,42,Great Smoky Mountains,ELKMONT CAMPGROUND,59.2417061611374,3.32530120481928,16.6987951807229,24.8313253012048,471,2.83734939759036,8752.5,52.7259036144578,220,211
2007-05-23,42,Great Smoky Mountains,ELKMONT CAMPGROUND,58.7677725118483,3.15032679738562,16.8725490196078,26.9019607843137,449,2.93464052287582,7920.5,51.7679738562092,220,211
2007-05-24,42,Great Smoky Mountains,ELKMONT CAMPGROUND,67.2985781990521,3.35828877005348,16.4732620320856,38.6417112299465,532,2.84491978609626,9893.5,52.9064171122995,220,211
2007-05-25,42,Great Smoky Mountains,ELKMONT CAMPGROUND,101.895734597156,3.17549668874172,16.4006622516556,52.7251655629139,987,3.2682119205298,15204.5,50.3460264900662,220,211
2007-05-26,42,Great Smoky Mountains,ELKMONT CAMPGROUND,104.265402843602,3.25155279503106,16.417701863354,60,1129,3.50621118012422,16933.5,52.5885093167702,220,211
2007-05-27,42,Great Smoky Mountains,ELKMONT CAMPGROUND,104.265402843602,3.28333333333333,16.1466666666667,64.9233333333333,1079,3.59666666666667,15536.5,51.7883333333333,220,211
2007-05-28,42,Great Smoky Mountains,ELKMONT CAMPGROUND,104.265402843602,3.398891966759,16.4182825484765,59.5706371191136,1330,3.68421052631579,19627.5,54.3698060941828,220,211
2007-05-29,42,Great Smoky Mountains,ELKMONT CAMPGROUND,88.6255924170616,3.58102766798419,16.096837944664,47.4347826086957,838,3.31225296442688,13860,54.7826086956522,220,211
2007-05-30,42,Great Smoky Mountains,ELKMONT CAMPGROUND,82.9383886255924,3.51948051948052,16.7835497835498,41.2121212121212,721,3.12121212121212,12896,55.8268398268398,220,211
2007-05-31,42,Great Smoky Mountains,ELKMONT CAMPGROUND,80.0947867298578,3.72566371681416,16.5818584070796,41.146017699115,703,3.11061946902655,13508.5,59.7721238938053,220,211
2007-06-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,90.9952606635071,3.38549618320611,17.0477099236641,41.5038167938931,840,3.20610687022901,14865.5,56.7385496183206,220,211
2007-06-02,42,Great Smoky Mountains,ELKMONT CAMPGROUND,97.1563981042654,3.32727272727273,17.4909090909091,41.9672727272727,887,3.22545454545455,15788.5,57.4127272727273,220,211
2007-06-03,42,Great Smoky Mountains,ELKMONT CAMPGROUND,94.3127962085308,3.32608695652174,17.5054347826087,42.6231884057971,908,3.28985507246377,15650.5,56.7047101449276,220,211
2007-06-04,42,Great Smoky Mountains,ELKMONT CAMPGROUND,78.1990521327014,3.61320754716981,17.0400943396226,39.6603773584906,682,3.21698113207547,12804,60.3962264150944,220,211
2007-06-05,42,Great Smoky Mountains,ELKMONT CAMPGROUND,76.7772511848341,3.63131313131313,17.3712121212121,37.5656565656566,591,2.98484848484849,12281,62.0252525252525,220,211
2007-06-06,42,Great Smoky Mountains,ELKMONT CAMPGROUND,83.8862559241706,3.37837837837838,17.4707207207207,34.9459459459459,616,2.77477477477478,12755,57.454954954955,220,211
2007-06-07,42,Great Smoky Mountains,ELKMONT CAMPGROUND,93.8388625592417,3.17216117216117,17.5769230769231,43.3919413919414,796,2.91575091575092,15046.5,55.1153846153846,220,211
2007-06-08,42,Great Smoky Mountains,ELKMONT CAMPGROUND,104.265402843602,2.83734939759036,17.7093373493976,56.8915662650602,1172,3.53012048192771,16577,49.9307228915663,220,211
2007-06-09,42,Great Smoky Mountains,ELKMONT CAMPGROUND,104.265402843602,3.11184210526316,18.25,70.0756578947368,1166,3.83552631578947,17207,56.6019736842105,220,211
2007-06-10,42,Great Smoky Mountains,ELKMONT CAMPGROUND,104.265402843602,3.18208092485549,18.25,67.0028901734104,1306,3.77456647398844,19880,57.4566473988439,220,211
2007-06-11,42,Great Smoky Mountains,ELKMONT CAMPGROUND,100,3.54545454545455,17.6548821548822,56.9259259259259,1028,3.46127946127946,18433.5,62.0656565656566,220,211
2007-06-12,42,Great Smoky Mountains,ELKMONT CAMPGROUND,103.791469194313,3.60424028268551,17.5706713780919,52.1413427561838,988,3.49116607773852,17768.5,62.7862190812721,220,211
2007-06-13,42,Great Smoky Mountains,ELKMONT CAMPGROUND,103.791469194313,3.5015873015873,17.3619047619048,53.6920634920635,1123,3.56507936507937,19034,60.4253968253968,220,211
2007-06-14,42,Great Smoky Mountains,ELKMONT CAMPGROUND,103.791469194313,3.47936507936508,16.7174603174603,60.4857142857143,1097,3.48253968253968,18431,58.5111111111111,220,211
2007-06-15,42,Great Smoky Mountains,ELKMONT CAMPGROUND,103.791469194313,3.29050279329609,17.0488826815642,77.1564245810056,1388,3.87709497206704,20026.5,55.9399441340782,220,211
2007-06-16,42,Great Smoky Mountains,ELKMONT CAMPGROUND,104.265402843602,3.28618421052632,17.6134868421053,89.4934210526316,1251,4.11513157894737,17166,56.4671052631579,220,211
2007-06-17,42,Great Smoky Mountains,ELKMONT CAMPGROUND,103.791469194313,3.20175438596491,17.624269005848,78.1491228070176,1349,3.94444444444444,18853,55.1257309941521,220,211
2007-06-18,42,Great Smoky Mountains,ELKMONT CAMPGROUND,98.1042654028436,3.54152823920266,16.7109634551495,59.4518272425249,1093,3.6312292358804,17247.5,57.3006644518273,220,211
2007-06-19,42,Great Smoky Mountains,ELKMONT CAMPGROUND,99.5260663507109,3.53454545454545,15.9872727272727,48.0109090909091,1000,3.63636363636364,15666,56.9672727272727,220,211
2007-06-20,42,Great Smoky Mountains,ELKMONT CAMPGROUND,97.6303317535545,3.68166089965398,15.8477508650519,52.5017301038062,1089,3.7681660899654,16917.5,58.538062283737,220,211
2007-06-21,42,Great Smoky Mountains,ELKMONT CAMPGROUND,97.6303317535545,3.69230769230769,15.9581939799331,52.7993311036789,1119,3.74247491638796,17402,58.2006688963211,220,211
2007-06-22,42,Great Smoky Mountains,ELKMONT CAMPGROUND,104.265402843602,3.50914634146342,16.4253048780488,55.4420731707317,1237,3.77134146341463,18241,55.6128048780488,220,211
2007-06-23,42,Great Smoky Mountains,ELKMONT CAMPGROUND,104.265402843602,3.52547770700637,16.7101910828026,58.671974522293,1215,3.86942675159236,17951.5,57.1703821656051,220,211
2007-06-24,42,Great Smoky Mountains,ELKMONT CAMPGROUND,104.265402843602,3.64102564102564,17.4173789173789,55.4131054131054,1320,3.76068376068376,21708,61.8461538461539,220,211
2007-06-25,42,Great Smoky Mountains,ELKMONT CAMPGROUND,90.0473933649289,4.01709401709402,17.0854700854701,46.2435897435898,798,3.41025641025641,15481,66.1581196581197,220,211
2007-06-26,42,Great Smoky Mountains,ELKMONT CAMPGROUND,92.4170616113744,4.0635593220339,17.2658898305085,45.1483050847458,805,3.41101694915254,16141,68.3940677966102,220,211
2007-06-27,42,Great Smoky Mountains,ELKMONT CAMPGROUND,90.0473933649289,4.025,17.009375,42.6375,826,3.44166666666667,16075,66.9791666666667,220,211
2007-06-28,42,Great Smoky Mountains,ELKMONT CAMPGROUND,91.9431279620853,3.9265306122449,17.084693877551,43.4530612244898,828,3.37959183673469,15994,65.2816326530612,220,211
2007-06-29,42,Great Smoky Mountains,ELKMONT CAMPGROUND,103.791469194313,3.87171052631579,16.7220394736842,47.8322368421053,1117,3.67434210526316,19327,63.5756578947369,220,211
2007-06-30,42,Great Smoky Mountains,ELKMONT CAMPGROUND,103.791469194313,3.92352941176471,16.3474789915966,52.6352941176471,1282,3.77058823529412,21392,62.9176470588235,220,211
2007-07-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,104.265402843602,3.82670454545455,16.525974025974,53.2698863636364,1335,3.79261363636364,21617.5,61.4133522727273,220,211
2007-07-02,42,Great Smoky Mountains,ELKMONT CAMPGROUND,104.265402843602,4.03086419753086,16.4803791887125,55.7592592592593,1220,3.76543209876543,20706,63.9074074074074,220,211
2007-07-03,42,Great Smoky Mountains,ELKMONT CAMPGROUND,104.265402843602,4.14240506329114,16.1017179023508,59.0917721518987,1169,3.6993670886076,20678.5,65.4382911392405,220,211
2007-07-04,42,Great Smoky Mountains,ELKMONT CAMPGROUND,104.265402843602,4.08215297450425,16.2440307567786,61.9263456090652,1312,3.71671388101983,23106.5,65.457507082153,220,211
2007-07-05,42,Great Smoky Mountains,ELKMONT CAMPGROUND,104.265402843602,3.96176470588235,16.3195378151261,58.9705882352941,1277,3.75588235294118,21621.5,63.5926470588235,220,211
2007-07-06,42,Great Smoky Mountains,ELKMONT CAMPGROUND,103.791469194313,3.87658227848101,16.5352622061483,59.129746835443,1222,3.86708860759494,19618,62.0822784810127,220,211
2007-07-07,42,Great Smoky Mountains,ELKMONT CAMPGROUND,104.265402843602,3.7299703264095,17.1250529885545,57.3916913946588,1308,3.8813056379822,20824.5,61.7937685459941,220,211
2007-07-08,42,Great Smoky Mountains,ELKMONT CAMPGROUND,100.473933649289,3.66984126984127,17.1111111111111,53.1396825396825,1166,3.7015873015873,19247.5,61.1031746031746,220,211
2007-07-09,42,Great Smoky Mountains,ELKMONT CAMPGROUND,92.8909952606635,3.87351778656126,16.8814229249012,51.2964426877471,860,3.39920948616601,16216,64.0948616600791,220,211
2007-07-10,42,Great Smoky Mountains,ELKMONT CAMPGROUND,95.7345971563981,3.88755020080321,16.714859437751,52.9718875502008,817,3.28112449799197,16064.5,64.5160642570281,220,211
2007-07-11,42,Great Smoky Mountains,ELKMONT CAMPGROUND,96.6824644549763,3.88257575757576,16.6363636363636,52.5492424242424,860,3.25757575757576,16998.5,64.3882575757576,220,211
2007-07-12,42,Great Smoky Mountains,ELKMONT CAMPGROUND,98.5781990521327,3.85,16.5732142857143,51.825,938,3.35,17886.5,63.8803571428571,220,211
2007-07-13,42,Great Smoky Mountains,ELKMONT CAMPGROUND,103.317535545024,3.62962962962963,16.7777777777778,47.9427609427609,1055,3.55218855218855,17788,59.8922558922559,220,211
2007-07-14,42,Great Smoky Mountains,ELKMONT CAMPGROUND,103.317535545024,3.63888888888889,17.1759259259259,49.570987654321,1203,3.71296296296296,19866.5,61.3163580246914,220,211
2007-07-15,42,Great Smoky Mountains,ELKMONT CAMPGROUND,102.843601895735,3.67289719626168,17.1526479750779,47.5389408099689,1219,3.79750778816199,19864.5,61.8831775700935,220,211
2007-07-16,42,Great Smoky Mountains,ELKMONT CAMPGROUND,94.3127962085308,4.2014652014652,16.3040293040293,52.014652014652,1028,3.76556776556777,18480.5,67.6941391941392,220,211
2007-07-17,42,Great Smoky Mountains,ELKMONT CAMPGROUND,93.8388625592417,4.14056224899598,16.4317269076305,44.0602409638554,907,3.6425702811245,16694.5,67.0461847389558,220,211
2007-07-18,42,Great Smoky Mountains,ELKMONT CAMPGROUND,93.8388625592417,4.2156862745098,16.743137254902,46.9372549019608,930,3.64705882352941,17604.5,69.0372549019608,220,211
2007-07-19,42,Great Smoky Mountains,ELKMONT CAMPGROUND,93.8388625592417,4.20676691729323,16.9266917293233,50.1654135338346,992,3.72932330827068,18474.5,69.453007518797,220,211
2007-07-20,42,Great Smoky Mountains,ELKMONT CAMPGROUND,102.843601895735,3.80794701986755,16.7119205298013,52.2682119205298,1172,3.88079470198676,18787.5,62.2102649006623,220,211
2007-07-21,42,Great Smoky Mountains,ELKMONT CAMPGROUND,104.265402843602,3.6749226006192,17.0371517027864,53.4922600619195,1217,3.76780185758514,19291,59.7244582043344,220,211
2007-07-22,42,Great Smoky Mountains,ELKMONT CAMPGROUND,104.265402843602,3.53611111111111,16.9930555555556,52.3222222222222,1313,3.64722222222222,20548,57.0777777777778,220,211
2007-07-23,42,Great Smoky Mountains,ELKMONT CAMPGROUND,99.5260663507109,3.72945205479452,16.3116438356164,49.304794520548,1018,3.48630136986301,16778.5,57.4606164383562,220,211
2007-07-24,42,Great Smoky Mountains,ELKMONT CAMPGROUND,96.2085308056872,3.79323308270677,16.4248120300752,48.1428571428572,904,3.3984962406015,15781.5,59.3289473684211,220,211
2007-07-25,42,Great Smoky Mountains,ELKMONT CAMPGROUND,91.4691943127962,3.9296875,15.94921875,49.546875,885,3.45703125,15336.5,59.908203125,220,211
2007-07-26,42,Great Smoky Mountains,ELKMONT CAMPGROUND,93.3649289099526,3.88846153846154,16.4557692307692,50.0192307692308,914,3.51538461538462,16073.5,61.8211538461539,220,211
2007-07-27,42,Great Smoky Mountains,ELKMONT CAMPGROUND,100.947867298578,3.56228956228956,16.530303030303,47.7373737373737,1089,3.66666666666667,16810.5,56.6010101010101,220,211
2007-07-28,42,Great Smoky Mountains,ELKMONT CAMPGROUND,103.791469194313,3.69805194805195,16.3944805194805,51.2987012987013,1163,3.77597402597403,17777.5,57.7191558441558,220,211
2007-07-29,42,Great Smoky Mountains,ELKMONT CAMPGROUND,103.317535545024,3.64264264264264,16.7657657657658,49.7657657657658,1251,3.75675675675676,19738,59.2732732732733,220,211
2007-07-30,42,Great Smoky Mountains,ELKMONT CAMPGROUND,88.1516587677725,3.89328063241107,16.5830039525692,49.6798418972332,945,3.73517786561265,15569.5,61.5395256916996,220,211
2007-07-31,42,Great Smoky Mountains,ELKMONT CAMPGROUND,83.4123222748815,3.97424892703863,16.381974248927,50.3690987124464,856,3.67381974248927,14350,61.587982832618,220,211
2007-08-01,42,Great Smoky Mountains,ELKMONT CAMPGROUND,90.0473933649289,3.81226053639847,16.4386973180077,50.0229885057471,950,3.63984674329502,15659.5,59.9980842911877,220,211
2007-08-02,42,Great Smoky Mountains,ELKMONT CAMPGROUND,96.6824644549763,3.63414634146342,16.7526132404181,51.5156794425087,1045,3.6411149825784,16852,58.7177700348432,220,211
2007-08-03,42,Great Smoky Mountains,ELKMONT CAMPGROUND,104.265402843602,3.54517133956386,16.8504672897196,51.6822429906542,1223,3.80996884735203,18445.5,57.4626168224299,220,211
2007-08-04,42,Great Smoky Mountains,ELKMONT CAMPGROUND,104.265402843602,3.32415902140673,17.4159021406728,49.8593272171254,1306,3.99388379204893,18464.5,56.4663608562691,220,211
2007-08-05,42,Great Smoky Mountains,ELKMONT CAMPGROUND,104.265402843602,3.44242424242424,17.5522727272727,47.7878787878788,1263,3.82727272727273,19289.25,58.4522727272727,220,211
2007-08-06,42,Great Smoky Mountains,ELKMONT CAMPGROUND,90.521327014218,3.84942084942085,17.0859073359073,44.3397683397683,913,3.52509652509653,16352.75,63.1380308880309,220,211
2007-08-07,42,Great Smoky Mountains,ELKMONT CAMPGROUND,85.781990521327,4.12765957446809,17.0436170212766,45.0765957446809,822,3.49787234042553,15800.75,67.2372340425532,220,211
2007-08-08,42,Great Smoky Mountains,ELKMONT CAMPGROUND,86.2559241706161,4.15720524017467,16.9945414847162,44.6724890829694,779,3.40174672489083,15471.25,67.5600436681223,220,211
2007-08-09,42,Great Smoky Mountains,ELKMONT CAMPGROUND,91.9431279620853,3.89015151515152,16.563446969697,41.344696969697,882,3.34090909090909,16319.25,61.8153409090909,220,211
2007-08-10,42,Great Smoky Mountains,ELKMONT CAMPGROUND,100,3.53156146179402,16.9875415282392,38.3488372093023,1021,3.39202657807309,17289.25,57.4393687707641,220,211
2007-08-11,42,Great Smoky Mountains,ELKMONT CAMPGROUND,100,3.42424242424242,17.1338383838384,36.5892255892256,1027,3.45791245791246,16768.75,56.4604377104377,220,211
2007-08-12,42,Great Smoky Mountains,ELKMONT CAMPGROUND,98.5781990521327,3.44193548387097,16.9604838709677,37.6032258064516,1038,3.34838709677419,17285.75,55.7604838709677,220,211
2007-08-13,42,Great Smoky Mountains,ELKMONT CAMPGROUND,79.6208530805687,3.82222222222222,17.1444444444444,36.8311111111111,728,3.23555555555556,13996.5,62.2066666666667,220,211
2007-08-14,42,Great Smoky Mountains,ELKMONT CAMPGROUND,73.9336492890995,3.91326530612245,17.2933673469388,37.984693877551,627,3.19897959183673,12493,63.7397959183674,220,211
2007-08-15,42,Great Smoky Mountains,ELKMONT CAMPGROUND,75.8293838862559,3.78921568627451,17.4656862745098,37.6617647058824,642,3.14705882352941,12726,62.3823529411765,220,211
2007-08-16,42,Great Smoky Mountains,ELKMONT CAMPGROUND,74.4075829383886,3.88832487309645,17.4847715736041,39.8984771573604,616,3.12690355329949,12723,64.5837563451777,220,211
2007-08-17,42,Great Smoky Mountains,ELKMONT CAMPGROUND,76.7772511848341,3.67906976744186,17.2604651162791,39.4325581395349,726,3.37674418604651,13291.5,61.8209302325581,220,211
2007-08-18,42,Great Smoky Mountains,ELKMONT CAMPGROUND,75.3554502369668,3.4952380952381,17.0380952380952,40.4904761904762,716,3.40952380952381,11980.5,57.05,220,211
2007-08-19,42,Great Smoky Mountains,ELKMONT CAMPGROUND,73.4597156398104,3.36199095022624,17.1131221719457,34.7285067873303,726,3.28506787330317,11819,53.4796380090498,220,211
2007-08-20,42,Great Smoky Mountains,ELKMONT CAMPGROUND,59.7156398104265,3.67721518987342,17.2088607594937,31.4683544303798,455,2.87974683544304,9019.5,57.0854430379747,220,211
2007-08-21,42,Great Smoky Mountains,ELKMONT CAMPGROUND,51.1848341232227,3.79527559055118,16.8110236220472,30.6692913385827,366,2.88188976377953,7434.5,58.5393700787402,220,211
2007-08-22,42,Great Smoky Mountains,ELKMONT CAMPGROUND,54.5023696682464,3.80714285714286,17.0964285714286,30.2142857142857,389,2.77857142857143,8407,60.05,220,211
2007-08-23,42,Great Smoky Mountains,ELKMONT CAMPGROUND,52.6066350710901,3.76153846153846,17.1846153846154,33.3692307692308,363,2.79230769230769,7884.5,60.65,220,211
2007-08-24,42,Great Smoky Mountains,ELKMONT CAMPGROUND,63.0331753554502,3.44047619047619,16.9077380952381,30.9702380952381,520,3.0952380952381,9059,53.9226190476191,220,211
2007-08-25,42,Great Smoky Mountains,ELKMONT CAMPGROUND,66.824644549763,3.10982658959538,17.4971098265896,27.3988439306358,517,2.98843930635838,8632,49.8959537572254,220,211
2007-08-26,42,Great Smoky Mountains,ELKMONT CAMPGROUND,63.0331753554502,3.09714285714286,17.9514285714286,26.3085714285714,543,3.10285714285714,9063.5,51.7914285714286,220,211
2007-08-27,42,Great Smoky Mountains,ELKMONT CAMPGROUND,42.1800947867299,3.69158878504673,17.5,33.0280373831776,302,2.82242990654206,6365.5,59.4906542056075,220,211
2007-08-28,42,Great Smoky Mountains,ELKMONT CAMPGROUND,35.5450236966825,4.08045977011494,17.1580459770115,38.6436781609195,234,2.68965517241379,5538.25,63.6580459770115,220,211
2007-08-29,42,Great Smoky Mountains,ELKMONT CAMPGROUND,34.5971563981043,4.18987341772152,16.9145569620253,45.5189873417722,218,2.75949367088608,5171.25,65.4588607594937,220,211
2007-08-30,42,Great Smoky Mountains,ELKMONT CAMPGROUND,54.9763033175355,3.86923076923077,17.8173076923077,61.6692307692308,457,3.51538461538462,8370.75,64.3903846153846,220,211
2007-08-31,42,Great Smoky Mountains,ELKMONT CAMPGROUND,100,3.29588014981273,16.9503745318352,66.8801498127341,966,3.61797752808989,14747.25,55.2331460674157,220,211
